"","n","false.negative.error","sensitivity","false.discovery.rate","precision"
"1",1,0.040650406504065,0.959349593495935,0.985748792270531,0.0142512077294686
"2",21,0.0772357723577236,0.922764227642276,0.910629921259843,0.0893700787401575
"3",41,0.0853658536585366,0.914634146341463,0.871794871794872,0.128205128205128
"4",61,0.0934959349593496,0.90650406504065,0.847989093387866,0.152010906612134
"5",81,0.0934959349593496,0.90650406504065,0.834692364714603,0.165307635285397
"6",101,0.117886178861789,0.882113821138211,0.798139534883721,0.201860465116279
"7",121,0.109756097560976,0.890243902439024,0.80550621669627,0.19449378330373
"8",141,0.117886178861789,0.882113821138211,0.78169014084507,0.21830985915493
"9",161,0.130081300813008,0.869918699186992,0.749414519906323,0.250585480093677
"10",181,0.130081300813008,0.869918699186992,0.748826291079812,0.251173708920188
"11",201,0.134146341463415,0.865853658536585,0.701680672268908,0.298319327731092
"12",221,0.130081300813008,0.869918699186992,0.733499377334994,0.266500622665006
"13",241,0.142276422764228,0.857723577235772,0.702816901408451,0.297183098591549
"14",261,0.142276422764228,0.857723577235772,0.701133144475921,0.298866855524079
"15",281,0.142276422764228,0.857723577235772,0.700709219858156,0.299290780141844
"16",301,0.16260162601626,0.83739837398374,0.680124223602484,0.319875776397516
"17",321,0.16260162601626,0.83739837398374,0.666666666666667,0.333333333333333
"18",341,0.199186991869919,0.800813008130081,0.646953405017921,0.353046594982079
"19",361,0.16260162601626,0.83739837398374,0.662847790507365,0.337152209492635
"20",381,0.16260162601626,0.83739837398374,0.662847790507365,0.337152209492635
"21",401,0.199186991869919,0.800813008130081,0.645045045045045,0.354954954954955
"22",421,0.199186991869919,0.800813008130081,0.642468239564428,0.357531760435572
"23",441,0.231707317073171,0.768292682926829,0.642045454545455,0.357954545454545
"24",461,0.199186991869919,0.800813008130081,0.632462686567164,0.367537313432836
"25",481,0.199186991869919,0.800813008130081,0.633828996282528,0.366171003717472
"26",501,0.231707317073171,0.768292682926829,0.642045454545455,0.357954545454545
"27",521,0.231707317073171,0.768292682926829,0.639312977099237,0.360687022900763
"28",541,0.231707317073171,0.768292682926829,0.614285714285714,0.385714285714286
"29",561,0.231707317073171,0.768292682926829,0.610309278350516,0.389690721649485
"30",581,0.235772357723577,0.764227642276423,0.565819861431871,0.434180138568129
"31",601,0.231707317073171,0.768292682926829,0.615071283095723,0.384928716904277
"32",621,0.235772357723577,0.764227642276423,0.566820276497696,0.433179723502304
"33",641,0.231707317073171,0.768292682926829,0.614285714285714,0.385714285714286
"34",661,0.235772357723577,0.764227642276423,0.59041394335512,0.40958605664488
"35",681,0.235772357723577,0.764227642276423,0.565819861431871,0.434180138568129
"36",701,0.239837398373984,0.760162601626016,0.565116279069767,0.434883720930233
"37",721,0.235772357723577,0.764227642276423,0.566820276497696,0.433179723502304
