"","n","false.negative.error","sensitivity","false.discovery.rate","precision"
"1",1,0.040983606557377,0.959016393442623,0.991239564224477,0.00876043577552319
"2",121,0.0655737704918033,0.934426229508197,0.677053824362606,0.322946175637394
"3",241,0.0860655737704918,0.913934426229508,0.562745098039216,0.437254901960784
"4",361,0.0860655737704918,0.913934426229508,0.463942307692308,0.536057692307692
"5",481,0.0901639344262295,0.909836065573771,0.44080604534005,0.55919395465995
"6",601,0.0901639344262295,0.909836065573771,0.430769230769231,0.569230769230769
"7",721,0.10655737704918,0.89344262295082,0.341389728096677,0.658610271903323
"8",841,0.10655737704918,0.89344262295082,0.331288343558282,0.668711656441718
"9",961,0.102459016393443,0.897540983606557,0.336363636363636,0.663636363636364
"10",1081,0.114754098360656,0.885245901639344,0.28,0.72
"11",1201,0.110655737704918,0.889344262295082,0.286184210526316,0.713815789473684
"12",1321,0.114754098360656,0.885245901639344,0.272727272727273,0.727272727272727
"13",1441,0.114754098360656,0.885245901639344,0.252595155709343,0.747404844290657
"14",1561,0.122950819672131,0.877049180327869,0.243816254416961,0.756183745583039
"15",1681,0.114754098360656,0.885245901639344,0.234042553191489,0.765957446808511
"16",1801,0.122950819672131,0.877049180327869,0.213235294117647,0.786764705882353
"17",1921,0.122950819672131,0.877049180327869,0.198501872659176,0.801498127340824
"18",2041,0.122950819672131,0.877049180327869,0.192452830188679,0.807547169811321
"19",2161,0.122950819672131,0.877049180327869,0.167315175097276,0.832684824902724
"20",2281,0.127049180327869,0.872950819672131,0.183908045977011,0.816091954022989
"21",2401,0.122950819672131,0.877049180327869,0.173745173745174,0.826254826254826
"22",2521,0.14344262295082,0.85655737704918,0.160642570281124,0.839357429718876
"23",2641,0.14344262295082,0.85655737704918,0.160642570281124,0.839357429718876
"24",2761,0.147540983606557,0.852459016393443,0.151020408163265,0.848979591836735
"25",2881,0.151639344262295,0.848360655737705,0.148148148148148,0.851851851851852
"26",3001,0.151639344262295,0.848360655737705,0.151639344262295,0.848360655737705
"27",3121,0.151639344262295,0.848360655737705,0.130252100840336,0.869747899159664
"28",3241,0.151639344262295,0.848360655737705,0.133891213389121,0.866108786610879
"29",3361,0.151639344262295,0.848360655737705,0.126582278481013,0.873417721518987
"30",3481,0.151639344262295,0.848360655737705,0.122881355932203,0.877118644067797
"31",3601,0.155737704918033,0.844262295081967,0.123404255319149,0.876595744680851
"32",3721,0.155737704918033,0.844262295081967,0.123404255319149,0.876595744680851
"33",3841,0.172131147540984,0.827868852459016,0.117903930131004,0.882096069868996
"34",3961,0.155737704918033,0.844262295081967,0.11587982832618,0.88412017167382
"35",4081,0.172131147540984,0.827868852459016,0.114035087719298,0.885964912280702
"36",4201,0.172131147540984,0.827868852459016,0.114035087719298,0.885964912280702
"37",4321,0.172131147540984,0.827868852459016,0.114035087719298,0.885964912280702
"38",4441,0.172131147540984,0.827868852459016,0.114035087719298,0.885964912280702
"39",4561,0.172131147540984,0.827868852459016,0.102222222222222,0.897777777777778
"40",4681,0.172131147540984,0.827868852459016,0.102222222222222,0.897777777777778
